Major,Year,Link,Requirements
Joint Computer Science,2023-2024,https://academic-calendar-archive.uwaterloo.ca/undergraduate-studies/2023-2024/page/MATH-Joint-Computer-Science-Bach-of-Math.html,"{'1. See Bachelor of Computer Science and Bachelor of Mathematics Academic Plan Combinations for a description of joint academic plan requirements. Note:\xa0Both majors designated in joint academic plans must be disciplines within the Faculty of Mathematics. The joint requirements for Joint Computer Science (Bachelor of Mathematics) are identical to those for the Joint Bachelor of Computer Science.': []}"
Artificial Intelligence Specialization,2023-2024,https://academic-calendar-archive.uwaterloo.ca/undergraduate-studies/2023-2024/page/MATH-Computer-Sci-Artificial-Intelligence-Spec.html,"{'1. All of': ['CS 486 Introduction to Artificial Intelligence', 'CS 492 The Social Implications of Computing', 'CS 480 Introduction to Machine Learning or CS 485 Statistical and Computational Foundations of Machine Learning'], '2. Four additional courses, one of which must be from Mathematics and one from Engineering, from': ['CO 367 Nonlinear Optimization', 'CO 456 Introduction to Game Theory', 'CO 463 Convex Optimization and Analysis', 'CO 466 Continuous Optimization', 'CS 452 Real-time Programming', 'CS 479 Neural Networks', 'CS 480 Introduction to Machine Learning', 'CS 484 Computational Vision', 'CS 485 Statistical and Computational Foundations of Machine Learning', 'STAT 341 Computational Statistics and Data Analysis', 'STAT 440 Computational Inference', 'STAT 441 Statistical Learning - Classification', 'STAT 444 Statistical Learning - Advanced Regression', 'ECE 380 Analog Control Systems or SE 380 Introduction to Feedback Control', 'ECE 423 Embedded Computer Systems', 'ECE 457C Reinforcement Learning', 'ECE 481 Digital Control Systems', 'ECE 486 Robot Dynamics and Control', 'ECE 488 Multivariable Control Systems', 'ECE 495 Autonomous Vehicles', 'MTE 544 Autonomous Mobile Robots', 'SYDE 552/BIOL 487 Computational Neuroscience', 'SYDE 556 Simulating Neurobiological Systems', 'SYDE 572 Introduction to Pattern Recognition']}"
Bioinformatics Specialization,2023-2024,https://academic-calendar-archive.uwaterloo.ca/undergraduate-studies/2023-2024/page/MATH-Computer-Sci-Bioinformatics-Spec.html,"{'1. Elective breadth and depth requirements are waived, and': [], '2. Both academic plans include the following additional requirements.': [], '3. All of': ['BIOL 130 Introductory Cell Biology', 'BIOL 130L Cell Biology Laboratory', 'BIOL 239 Genetics', 'BIOL 240 Fundamentals of Microbiology', 'BIOL 240L Microbiology Laboratory', 'BIOL 309 Analytical Methods in Molecular Biology', 'BIOL 365 Methods in Bioinformatics', 'BIOL 465 Structural Bioinformatics', 'CHEM 120 General Chemistry 1', 'CHEM 120L General Chemistry Laboratory 1', 'CHEM 123 General Chemistry 2', 'CHEM 123L General Chemistry Laboratory 2', 'CS 482 Computational Techniques in Biological Sequence Analysis']}"
Business Specialization,2023-2024,https://academic-calendar-archive.uwaterloo.ca/undergraduate-studies/2023-2024/page/MATH-Computer-Sci-Business-Spec.html,"{'1. Two of': ['CS 348 Introduction to Database Management', 'CS 454 Distributed Systems', 'CS 490 Information Systems Management'], '2. Six of': ['ACTSC 231 Introductory Financial Mathematics', 'ACTSC 372 Corporate Finance', 'AFM 101 Introduction to Financial Accounting or AFM 123/ARBUS 102 Accounting Information for Managers', 'AFM 102 Introduction to Managerial Accounting', 'AFM 131/ARBUS 101 Introduction to Business in North America or BUS 111W Understanding the Business Environment', 'ARBUS 302/MGMT 244\xa0Principles of Marketing', 'BUS 121W Functional Areas of the Organization', 'BUS 362W Building and Managing Products, Services and Brands', 'BUS 481W Business Policy I', 'BUS 491W Business Policy II', 'COMM 400 Entrepreneurship, Technology and the Emerging Information Economy', 'ECON 101 Introduction to Microeconomics', 'ECON 102 Introduction to Macroeconomics', 'HRM 200 Basic Human Resources Management', 'MGMT 220 Entrepreneurship and the Creative Workplace', 'MSCI 211 Organizational Behaviour or PSYCH 238 Organizational Psychology', 'MSCI 311 Organizational Design and Technology', 'MSCI 452 Decision Making Under Uncertainty']}"
Computational Fine Art Specialization,2023-2024,https://academic-calendar-archive.uwaterloo.ca/undergraduate-studies/2023-2024/page/MATH-Computer-Sci-Computational-Fine-Art-Spec.html,"{'1. All of': ['CS 349 User Interfaces', 'CS 383/FINE 383 Computational Digital Art Studio', 'CS 488 Introduction to Computer Graphics'], '2. One first-year studio course from': ['FINE 100 Studio Fundamentals', 'FINE 130 Introduction to Digital Imaging'], '3. One second-year studio course from': ['FINE 228 Design and imaging', 'FINE 247 Expanded Media: Interaction'], '4. One art theory course from': ['FINE 257 Video, New Media and the Digital Turn', 'VCULT 200 Visual Studies Across the Discipline']}"
Digital Hardware Specialization,2023-2024,https://academic-calendar-archive.uwaterloo.ca/undergraduate-studies/2023-2024/page/MATH-Computer-Sci-Digital-Hardware-Spec.html,"{'1. Two of': ['CS 452 Real-time Programming', 'CS 454 Distributed Systems', 'CS 456 Computer Networks', 'CS 457 System Performance Evaluation'], '2. One of': ['ECE 224 Embedded Microprocessor Systems', 'MTE 325 Microprocessor Systems and Interfacing for Mechatronics Engineering'], '3. One of': ['ECE 320 Computer Architecture', 'CS 450 Computer Architecture'], '4. One of': ['GENE 123 Electrical Circuits and Instrumentation', 'MTE 120 Circuits'], '5. All of': ['ECE 124 Digital Circuits and Systems', 'ECE 327 Digital Hardware Systems', 'ECE 423 Embedded Computer Systems']}"
Human-Computer Interaction Specialization,2023-2024,https://academic-calendar-archive.uwaterloo.ca/undergraduate-studies/2023-2024/page/MATH-Computer-Sci-Human-Computer-Interaction-Spec.html,"{'1. All of': ['CS 349 User Interfaces', 'CS 449 Human-Computer Interaction', 'CS 492 The Social Implications of Computing'], '2. Two of': ['CS 445/ECE 451\xa0or SE 463 Software Requirements Specification and Analysis', 'CS 446/ECE 452\xa0or\xa0SE 464 Software Design and Architectures', 'CS 447/ECE 453\xa0Software Testing, Quality Assurance, and Maintenance or SE 465\xa0Software Testing and Quality Assurance', 'CS 454 Distributed Systems', 'CS 458 Computer Security and Privacy', 'CS 480 Introduction to Machine Learning or CS 485 Statistical and Computational Foundations of Machine Learning', 'CS 484 Computational Vision', 'CS 488 Introduction to Computer Graphics'], '3. Two of': ['ENGL 108D Digital Lives', 'ENGL 293 Introduction to Digital Media Studies', 'ENGL 295 Social Media', 'FINE 150 Appreciation and Expression', 'FINE 257 Video, New Media and the Digital Turn', 'INTEG 251 Creative Thinking', 'KIN 320 Task Analysis', 'PSYCH 207 Cognitive Processes', 'PSYCH 261 Physiological Psychology', 'STAT 332 Sampling and Experimental Design', 'STAT 430 Experimental Design']}"
Software Engineering Specialization,2023-2024,https://academic-calendar-archive.uwaterloo.ca/undergraduate-studies/2023-2024/page/MATH-Computer-Sci-Software-Engineering-Spec.html,"{'1. All of': ['CS 445/ECE 451 Software Requirements Specification and Analysis', 'CS 446/ECE 452 Software Design and Architectures', 'CS 447/ECE 453 Software Testing, Quality Assurance and Maintenance', 'CS 492 The Social Implications of Computing']}"
Pure Mathematics,2023-2024,https://academic-calendar-archive.uwaterloo.ca/undergraduate-studies/2023-2024/page/MATH-Pure-Mathematics1.html,"{'1. One of': ['MATH 237 Calculus 3 for Honours Mathematics', 'MATH 247 Calculus 3 (Advanced Level)'], '2. One of': ['MATH 239 Introduction to Combinatorics', 'MATH 249 Introduction to Combinatorics (Advanced Level)'], '3. All of': ['PMATH 347 Groups and Rings', 'PMATH 348 Fields and Galois Theory', 'PMATH 351 Real Analysis', 'PMATH 352 Complex Analysis', 'PMATH 365 Differential Geometry', 'PMATH 450 Lebesgue Integration and Fourier Analysis'], '4. Three additional 400-level PMATH courses (1.5 units)': [], '5. Two additional 400-level math courses (1.0 unit) from ACTSC, AMATH, CO, CS, MATBUS, MATH, PMATH, or STAT': []}"
Joint Pure Mathematics,2023-2024,https://academic-calendar-archive.uwaterloo.ca/undergraduate-studies/2023-2024/page/MATH-Joint-Pure-Mathematics1.html,"{'1. One of': ['MATH 237 Calculus 3 for Honours Mathematics', 'MATH 247 Calculus 3 (Advanced Level)'], '2. One of': ['AMATH 331/PMATH 331 Applied Real Analysis', 'PMATH 333 Introduction to Real Analysis', 'PMATH 351 Real Analysis'], '3. One of': ['AMATH 332/PMATH 332 Applied Complex Analysis', 'PMATH 352 Complex Analysis'], '4. One of': ['MATH 239 Introduction to Combinatorics', 'MATH 249 Introduction to Combinatorics (Advanced Level)', 'An additional PMATH course'], '5. Two of': ['PMATH 334 Introduction to Rings and Fields with Applications', 'PMATH 336 Introduction to Group Theory with Applications', 'PMATH 347 Groups and Rings', 'PMATH 348 Fields and Galois Theory'], '6. Three additional PMATH courses': []}"
Statistics,2023-2024,https://academic-calendar-archive.uwaterloo.ca/undergraduate-studies/2023-2024/page/MATH-Statistics1.html,"{'1. One of': ['MATH 237 Calculus 3 for Honours Mathematics', 'MATH 247 Calculus 3 (Advanced Level)'], '2. All of': ['ENGL 378/MTHEL 300 Professional Communications in Statistics and Actuarial Science', 'STAT 330 Mathematical Statistics', 'STAT 331 Applied Linear Models', 'STAT 332 Sampling and Experimental Design', 'STAT 333 Stochastic Processes 1'], '3. One of': ['MATH 239 Introduction to Combinatorics', 'MATH 249 Introduction to Combinatorics (Advanced Level)', 'AMATH 231 Calculus 4', 'AMATH 242/CS 371 Introduction to Computational Mathematics', 'AMATH 250 Introduction to Differential Equations', 'AMATH 251 Introduction to Differential Equations (Advanced Level)', 'AMATH 350 Differential Equations for Business and Economics'], '4. Two 400-level STAT courses': [], '5. One additional 300- or 400-level STAT course': [], '6. One of': [], '7. One additional 400-level STAT course': ['CS 457 System Performance Evaluation', 'CS 485 Statistical and Computational Foundations of Machine Learning', 'CS 486 Introduction to Artificial Intelligence'], '8. Four additional 300- or 400-level math courses (2.0 units) from ACTSC, AMATH, CO, CS, MATBUS, MATH, PMATH, or STAT': [], '9. Three additional math courses (1.5 units) from ACTSC, AMATH, CO, CS, MATBUS, MATH, PMATH, or STAT': []}"
Joint Statistics,2023-2024,https://academic-calendar-archive.uwaterloo.ca/undergraduate-studies/2023-2024/page/MATH-Joint-Statistics1.html,"{'1. One of': ['MATH 237 Calculus 3 for Honours Mathematics', 'MATH 247 Calculus 3 (Advanced Level)'], '2. All of': ['ENGL 378/MTHEL 300 Professional Communications in Statistics and Actuarial Science', 'STAT 330 Mathematical Statistics', 'STAT 331 Applied Linear Models', 'STAT 333 Stochastic Processes 1'], '3. Two 400-level STAT courses': [], '4. One additional 300- or 400-level STAT course': []}"
Biostatistics,2023-2024,https://academic-calendar-archive.uwaterloo.ca/undergraduate-studies/2023-2024/page/MATH-Biostatistics1.html,"{'1. One of': ['MATH 237 Calculus 3 for Honours Mathematics', 'MATH 247 Calculus 3 (Advanced Level)'], '2. All of': ['ENGL 378/MTHEL 300 Professional Communications in Statistics and Actuarial Science', 'STAT 330 Mathematical Statistics', 'STAT 331 Applied Linear Models', 'STAT 332 Sampling and Experimental Design', 'STAT 333 Stochastic Processes 1', 'STAT 337 Introduction to Biostatistics', 'STAT 431 Generalized Linear Models and their Applications', 'STAT 437 Statistical Methods for Life History Analysis', 'STAT 438 Advanced Methods in Biostatistics'], '3. One of': ['AMATH 231 Calculus 4', 'AMATH 242/CS 371 Introduction to Computational Mathematics', 'AMATH 250 Introduction to Differential Equations', 'AMATH 251 Introduction to Differential Equations (Advanced Level)', 'AMATH 350 Differential Equations for Business and Economics', 'MATH 239 Introduction to Combinatorics', 'MATH 249 Introduction to Combinatorics (Advanced Level)'], '4. One of': ['BIOL 239 Genetics', 'HLTH 101 Introduction to Health 1'], '5. Two additional 300- or 400-level STAT courses': [], '6. Two additional 300- or 400-level math courses (1.0 unit) from ACTSC, AMATH, CO, CS, MATBUS, MATH, PMATH, or STAT': [], '7. Three additional math courses (1.5 units) from ACTSC, AMATH, CO, CS, MATBUS, MATH, PMATH, or STAT': []}"
Data Science,2023-2024,https://academic-calendar-archive.uwaterloo.ca/undergraduate-studies/2023-2024/page/MATH-Data-Science1.html,"{'1. One of': ['CS 136 Elementary Algorithm Design and Data Abstractiont', 'CS 146 Elementary Algorithm Design and Data Abstraction (Advanced Level)'], '2. One of': ['MATH 239 Introduction to Combinatorics', 'MATH 249 Introduction to Combinatorics (Advanced Level)'], '3. All of': ['CS 136L Tools and Techniques for Software Development', 'CS 240 Data Structures and Data Management or CS 240E Data Structures and Data Management (Enriched)', 'CS 241 Foundations of Sequential Programs or CS 241E Foundations of Sequential Programs (Enriched)', 'CS 245 Logic and Computation or CS 245E Logic and Computation (Enriched)', 'CS 246 Object-Oriented Software Development or CS 246E Object-Oriented Software Development (Enriched)', 'CS 251 Computer Organization and Design or CS 251E Computer Organization and Design (Enriched)', 'CS 341 Algorithms', 'CS 348 Introduction to Database Management', 'STAT 341 Computational Statistics and Data Analysis'], '4. One of': ['CS 431 Data-Intensive Distributed Analytics', 'CS 451 Data-Intensive Distributed Computing'], '5. One of': ['CS 480 Introduction to Machine Learning', 'CS 485 Statistical and Computational Foundations of Machine Learning', 'CS 486 Introduction to Artificial Intelligence', 'STAT 441 Statistical Learning - Classification'], '6. Two additional courses from the following list': ['CS 480 Introduction to Machine Learning', 'CS 485 Statistical and Computational Foundations of Machine Learning', 'CS 486 Introduction to Artificial Intelligence', 'STAT 431 Generalized Linear Models and their Applications', 'STAT 440 Computational Inference', 'STAT 441 Statistical Learning - Classification', 'STAT 442 Data Visualization', 'STAT 443 Forecasting', 'STAT 444 Statistical Learning - Advanced Regression']}"
Mathematical Finance,2023-2024,https://academic-calendar-archive.uwaterloo.ca/undergraduate-studies/2023-2024/page/MATH-Actuarial-Science-Mathematical-Finance1.html,"{'1. All of': ['AFM 101 Introduction to Financial Accounting or BUS 127W Introduction to Financial Accounting', 'AFM 102 Introduction to Managerial Accounting or BUS 247W Managerial Accounting', 'AFM 131/ARBUS 101 Introduction to Business in North America or BUS 111W Understanding the Business Environment', 'ACTSC 231 Introductory Financial Mathematics', 'ACTSC 372 Investment Science and Corporate Finance', 'ACTSC 445 Quantitative Enterprise Risk Management', 'ACTSC 446 Mathematics of Financial Markets', 'AMATH 242/CS 371 Introduction to Computational Mathematics or CS 335 Computational Methods in Business and Finance', 'ECON 101 Introduction to Microeconomics or ECON 120W Introduction to Microeconomics', 'ECON 102 Introduction to Macroeconomics or ECON 140W Introduction to Macroeconomics', 'ECON 201 Microeconomic Theory for Business and Policy or ECON 260W Intermediate Microeconomic Analysis for Management', 'PMATH 351 Real Analysis', 'PMATH 450 Lebesgue Integration and Fourier Analysis', 'PMATH 451 Measure and Integration', 'STAT 330 Mathematical Statistics', 'STAT 331 Applied Linear Models', 'STAT 333\xa0Stochastic Processes 1', 'STAT 443 Forecasting'], '2. One of': ['AMATH 250 Introduction to Differential Equations', 'AMATH 251 Introduction to Differential Equations (Advanced Level)', 'AMATH 350 Differential Equations for Business and Economics'], '3. One of': ['AMATH 351 Ordinary Differential Equations 2', 'CO 250 Introduction to Optimization or CO 255 Introduction to Optimization (Advanced Level)', 'PMATH 352 Complex Analysis'], '4. One of': ['AMATH 353 Partial Differential Equations 1', 'CO 372 Portfolio Optimization Models', 'CS 476 Numeric Computation for Financial Modeling', 'PMATH 453 Functional Analysis'], '5. One of': ['MATH 237 Calculus 3 for Honours Mathematics and PMATH 333 Introduction to Real Analysis', 'MATH 247 Calculus 3 (Advanced Level)']}"
Information Technology Management,2023-2024,https://academic-calendar-archive.uwaterloo.ca/undergraduate-studies/2023-2024/page/MATH-Information-Techn-Mgt-Degree-Requirements.html,"{'1. One of': ['MATH 239 Introduction to Combinatorics', 'MATH 249 Introduction to Combinatorics (Advanced Level)'], '2. One of': ['ACTSC 221 Introductory Financial Mathematics (Non-Specialist Level)', 'ACTSC 231 Introductory Financial Mathematics'], '3. One of': ['CO 250 Introduction to Optimization', 'CO 255 Introduction to Optimization (Advanced Level)'], '4. One of': ['AFM 231/LS 283 Business Law', 'COMM 231 Commercial and Business Law for Mathematics Students'], '5. All of': ['AFM 101 Introduction to Financial Accounting', 'AFM 102 Introduction to Managerial Accounting', 'BUS 111W Understanding the Business Environment', 'BUS 121W Functional Areas of the Organization', 'BUS 352W Introduction to Marketing Management or MGMT 244/ARBUS 302 Principles of Marketing', 'BUS 481W Business Policy I', 'COMM 431 Project Management', 'COMM 432 Electronic Business', 'CS 230 Introduction to Computers and Computer Systems', 'CS 330 Management Information Systems', 'CS 338 Computer Applications in Business: Databases', 'CS 430 Applications Software Engineering', 'CS 436 Networks and Distributed Computer Systems', 'ECON 101 Introduction to Microeconomics', 'ECON 102 Introduction to Macroeconomics', 'MSCI 211 Organizational Behaviour', 'MSCI 311 Organizational Design and Technology', 'STAT 371 Applied Linear Models and Process Improvement for Business', 'STAT 372 Survey Sampling and Experimental Design Techniques for Business', 'STV 202 Design and Society'], '6. One additional 300- or 400-level STV course (0.5 unit)': [], '7. One additional 300- or 400-level math course (0.5 unit) from ACTSC, AMATH, CO, CS, MATBUS, MATH, PMATH, or STAT': [], '8. Three additional courses (1.5 units)': []}"
Mathematical Economics,2023-2024,https://academic-calendar-archive.uwaterloo.ca/undergraduate-studies/2023-2024/page/MATH-Mathematical-Economics-Degree-Requirements.html,"{'1. All of': ['ECON 101 Introduction to Microeconomics', 'ECON 102 Introduction to Macroeconomics', 'ECON 290 Models of Choice in Competitive Markets', 'ECON 306 Macroeconomics', 'ECON 391 Equilibrium in Market Economies', 'ECON 393 Market Failures', 'ECON 472 Senior Honours Essay', 'ECON 491 Advanced Microeconomics', 'ECON 496 Advanced Macroeconomics'], '2. One of': ['ECON 406 Money and Banking 2', 'ECON 407 Economic Growth and Development 2', 'ECON 408 Business Cycles', 'ECON 409 Workers, Jobs, and Wages'], '3. Four (2.0 units) additional 300- or 400-level ECON courses (see Note)': []}"
Mathematics/Business Administration,2023-2024,https://academic-calendar-archive.uwaterloo.ca/undergraduate-studies/2023-2024/page/MATH-Mathematics-or-Business-Administration.html,"{'1. The Faculty of Mathematics, in co-operation with various academic units from other faculties at the University of Waterloo and the Lazaridis School of Business and Economics at Wilfrid Laurier University, offers the Honours Mathematics/Business Administration academic plan. Honours Mathematics/Business Administration is a restricted-enrolment academic plan. Most of the students enrolled in this academic plan are admitted at the Year One level directly into the Mathematics/Business Administration admission category.Students admitted to the Faculty of Mathematics in other admission categories may subsequently apply for transfer to Mathematics/Business Administration at a later date. However, to be admitted, such applicants will normally be required to have a Good or Excellent academic standing with a minimum cumulative overal average (CAV) of 70.0% based on at least 5.0 units of non-excluded courses. Applicants in good standing with less than a 70.0% CAV will also be considered on an individual basis if resources available at the time of their application should permit enrolling additional students in the academic plan. ': []}"
Mathematics/Chartered Professional Accountancy,2023-2024,https://academic-calendar-archive.uwaterloo.ca/undergraduate-studies/2023-2024/page/MATH-Math-or-Chartered-Professional-Accountancy-co.html,"{'1. Successful completion of the following courses: AFM 111; AFM 182; AFM 191;': ['COMM 103/ECON 100 or (one of ECON 101,', 'ECON 102);', 'COMMST 111;    one of CS 115, CS 135, CS 145; one of\xa0MATH 135,\xa0MATH 145; one of\xa0MATH 136,\xa0MATH 146; one of MATH 127,\xa0MATH 137,\xa0MATH 147; one of MATH 128,\xa0MATH 138,\xa0MATH 148.'], '2. These courses must be completed within 12 months of admission into the provisional year.': [], '3. A minimum cumulative average of 60% in all math courses taken to date.': [], '4. A minimum cumulative average of 70% in all AFM, COMM, and ECON courses taken to date.': [], '5. Be in Good or Excellent academic standing in the Faculty of Mathematics.': []}"
Mathematics/Chartered Professional Accountancy â Data Analytics Specialization,2023-2024,https://academic-calendar-archive.uwaterloo.ca/undergraduate-studies/2023-2024/page/MATH-Chart-Prof-Accounting-Data-Analytic-Spec-Coop.html,"{'1. All of': ['CS 234 Data Types and Structures', 'CS 338 Computer Applications in Business: Databases', 'STAT 341 Computational Statistics and Data Analysis', 'STAT 371 Applied Linear Models and Process Improvement for Business'], '2. Three of': ['STAT 441 Statistical Learning - Classification', 'STAT 442 Data Visualization', 'STAT 443 Forecasting', 'STAT 444 Statistical Learning - Advanced Regression']}"
Mathematics/Chartered Professional Accountancy â Finance Specialization,2023-2024,https://academic-calendar-archive.uwaterloo.ca/undergraduate-studies/2023-2024/page/MATH-Chart-Prof-Accounting-Finance-Spec-Coop.html,"{'1.': 'ACTSC 231 Introductory Financial Mathematics', '2. Three of': ['AMATH 350 Differential Equations for Business and Economics', 'CS 335 Computational Methods in Business and Finance', 'CO 372 Portfolio Optimization Modals', 'MATBUS 470 Derivatives', 'MATBUS 471 Fixed Income Securities', 'MATBUS 472 Risk Management', 'STAT 334 Probability Models for Business and Accounting', 'STAT 341 Computational Statistics and Data Analysis'], '3. Two of': ['AFM 276 Financial Statement Analysis', 'AFM 321 Personal Financial Planning and Taxation', 'AFM 322 Derivative Securities', 'AFM 324 Wealth Management', 'AFM 326 and AFM 426 Student Venture Fund (0.25 unit each)', 'AFM 328 and AFM 329, or AFM 328 and AFM 428, or AFM 329 and AFM 429 Investment Management (0.25 unit each)', 'AFM 333/ARBUS 301 International Business', 'AFM 334 International Study Experience', 'AFM 377 Private Equity and Venture Capital', 'AFM 415 Special Topics or AFM 416 Special Topics in Finance or AFM 417 Special Topics in Accounting', 'AFM 423/ACTSC 423 Topics in Financial Econometrics', 'AFM 424 Equity Investments', 'AFM 434 Governance and Enterprise Risk Management for Global Organizations', 'AFM 470 Financial Management of High Growth Companies', 'AFM 477 Mergers and Acquisitions', 'AFM 478 International Financial Management', 'SFM 310 Sustainability in Capital Markets', 'SFM 412\xa0Investor Behaviour'], '4. Two additional math courses (1.0 unit) from ACTSC, AMATH, CO, CS, MATBUS, MATH, PMATH, or STAT': []}"
Mathematics/Financial Analysis and Risk Management,2023-2024,https://academic-calendar-archive.uwaterloo.ca/undergraduate-studies/2023-2024/page/MATH-Math-or-Fin-Analysis-Risk-Mgt-Degree-Reqmnt.html,"{'1. One of': ['MATH 237 Calculus 3 for Honours Mathematics', 'MATH 247 Calculus 3 (Advanced Level)'], '2. One of': ['AFM 231/LS 283 Business Law', 'COMM 231 Commercial and Business Law for Mathematics Students'], '3. All of': ['ACTSC 231 Introductory Financial Mathematics', 'ACTSC 372 Investment Science and Corporate Finance', 'AFM 101 Introduction to Financial Accounting', 'AFM 102 Introduction to Managerial Accounting', 'AFM 131 Introduction to Business in North America', 'AMATH 350 Differential Equations for Business and Economics', 'COMM 101 Introduction to Financial Markets', 'CS 330 Management Information Systems', 'ECON 101 Introduction to Microeconomics', 'ECON 102 Introduction to Macroeconomics', 'STAT 334 Probability Models for Business and Accounting or (STAT 330 Mathematical Statistics and STAT 333 Stochastic Processes 1)', 'STAT 371 Applied Linear Models and Process Improvement for Business'], '4. One of': ['ACTSC 446 Mathematics of Financial Markets', 'MATBUS 470 Derivatives'], '5. One of': ['CO 250 Introduction to Optimization', 'CO 255 Introduction to Optimization (Advanced Level)'], '6. One of': ['CS 335 Computational Methods in Business and Finance', 'CS 476 Numeric Computation for Financial Modeling'], '7. Two additional 300- or 400-level math courses (1.0 unit) from ACTSC, AMATH, CO, CS, MATBUS, MATH, PMATH, or STAT': [], '8. All of the courses required for one of the two specialization choices below': []}"
Mathematics/Teaching,2023-2024,https://academic-calendar-archive.uwaterloo.ca/undergraduate-studies/2023-2024/page/MATH-Mathematics-Teaching-co-op.html,"{'1. One of': ['MATH 237 Calculus 3 for Honours Mathematics', 'MATH 247 Calculus 3 (Advanced Level)'], '2. One of': ['MATH 239 Introduction to Combinatorics', 'MATH 249 Introduction to Combinatorics (Advanced Level)'], '3. All of': ['ACTSC 221 Introductory Financial Mathematics (Non-Specialist Level)', 'CO 250 Introduction to Optimization', 'CS 234 Data Types and Structures', 'MTHEL 206 Introduction to Mathematics Education', 'PSYCH 101/PSYCH 101R Introductory Psychology'], '4. One of': ['AMATH 250 Introduction to Differential Equations', 'AMATH 251 Introduction to Differential Equations (Advanced Level)', 'AMATH 343 Discrete Models in Applied Mathematics'], '5. One of': ['AMATH 331/PMATH 331 Applied Real Analysis', 'AMATH 332/PMATH 332 Applied Complex Analysis', 'PMATH 333 Introduction to Real Analysis'], '6. One of': ['CO 380 Mathematical Discovery and Invention', 'CO 480 History of Mathematics'], '7. One of': ['CS 230 Introduction to Computers and Computer Systems', 'CS 330 Management Information Systems', 'CS 338 Computer Applications in Business: Databases', 'CS 370 Numerical Computation', 'CS 430 Applications Software Engineering', 'CS 436 Networks and Distributed Computer Systems'], '8. One of': ['PMATH 320 Euclidean Geometry', 'PMATH 321 Non-Euclidean Geometry', 'PMATH 330 Introduction to Mathematical Logic', 'PMATH 340 Elementary Number Theory'], '9. One of': ['PMATH 334 Introduction to Rings and Fields with Applications', 'PMATH 336 Introduction to Group Theory with Applications', 'PMATH 347 Groups and Rings'], '10. One of': ['STAT 331 Applied Linear Models', 'STAT 332 Sampling and Experimental Design', 'STAT 333\xa0Stochastic Processes 1'], '11. One of': ['PSYCH 211 Developmental Psychology', 'PSYCH 212/PSYCH 212R Educational Psychology'], '12. Eight 300- or 400-level math courses (4.0 units) from ACTSC, AMATH, CO, CS, MATBUS, MATH, PMATH, or STAT including any taken to satisfy the above requirements': []}"
